,Rank,School,Type,Grades,Address,City,Zip,Latitude,Longitude,Is Charter,Is Magnet,Is Virtual,Is Title I,Phone,Full_Address
27,28,Rumson-Fair Haven Regional High School,Public,12-Sep,74 Ridge Road,Rumson,7760,40.3692353,-74.00191219999999,No,(n/a),No,Yes,(732) 842-1597,"74 Ridge Road, Rumson, NJ 07760"
28,29,Cherry Hill High School East,Public,12-Sep,1750 Kresson Rd.,Cherry Hill,8003,39.8766671,-74.9641666,No,(n/a),No,No,(856) 424-2222,"1750 Kresson Rd., Cherry Hill, NJ 08003"
29,30,Mahwah High School,Public,12-Sep,50 Ridge Road,Mahwah,7430,41.0921068,-74.1581842,No,(n/a),No,No,(201) 762-2300,"50 Ridge Road, Mahwah, NJ 07430"
30,31,Marlboro High School,Public,12-Sep,95 North Main Street,Marlboro,7746,40.329545,-74.2470946,No,(n/a),No,No,(732) 617-8393,"95 North Main Street, Marlboro, NJ 07746"
31,32,Sparta High School,Public,12-Sep,70 West Mountain Road,Sparta,7871,41.0542749,-74.624737,No,(n/a),No,Yes,(973) 729-6191,"70 West Mountain Road, Sparta, NJ 07871"
32,33,Hasbrouck Heights High School,Public,12-Sep,365 Boulevard,Hasbrouck Heights,7604,40.8667137,-74.0738908,No,(n/a),No,No,(201) 288-6150,"365 Boulevard, Hasbrouck Heights, NJ 07604"
33,34,West Morris Central High School,Public,12-Sep,259 Bartley Road,Chester,7930,40.8122949,-74.7292699,No,(n/a),No,No,(908) 879-5212,"259 Bartley Road, Chester, NJ 07930"
34,35,West Morris Mendham High School,Public,12-Sep,65 East Main Street,Mendham,7945,40.7761621,-74.5920761,No,(n/a),No,No,(973) 543-2501,"65 East Main Street, Mendham, NJ 07945"
35,36,West Windsor-Plainsboro High School South,Public,12-Sep,346 Clarksville Road,West Windsor,8550,40.305586,-74.618714,No,(n/a),No,Yes,(609) 716-5050,"346 Clarksville Road, West Windsor, NJ 08550"
36,37,Manalapan High School,Public,12-Sep,20 Church Lane,Englishtown,7726,40.290075,-74.3351859,No,(n/a),No,No,(732) 792-7200,"20 Church Lane, Englishtown, NJ 07726"
37,38,Tenafly High School,Public,12-Sep,19 Columbus Drive,Tenafly,7670,40.9332115,-73.9662898,No,(n/a),No,No,(201) 816-6614,"19 Columbus Drive, Tenafly, NJ 07670"
38,39,North Hunterdon High School,Public,12-Sep,1445 State Route 31,Annandale,8801,40.6280379,-74.8834779,No,(n/a),No,No,(908) 735-5191,"1445 State Route 31, Annandale, NJ 08801"
39,40,Pascack Hills High School,Public,12-Sep,225 West Grand Avenue,Montvale,7645,41.0495456,-74.0495917,No,(n/a),No,No,(201) 358-7020,"225 West Grand Avenue, Montvale, NJ 07645"
40,41,Northern Highlands Regional High School,Public,12-Sep,298 Hillside Ave,Allendale,7401,41.0357203,-74.1437679,No,(n/a),No,Yes,(201) 327-8700,"298 Hillside Ave, Allendale, NJ 07401"
41,42,Cranford High School,Public,12-Sep,201 West End Place,Cranford,7016,40.6620994,-74.31323069999999,No,(n/a),No,No,(908) 709-6272,"201 West End Place, Cranford, NJ 07016"
42,43,Glen Rock High School,Public,12-Sep,400 Hamilton Avenue,Glen Rock,7452,40.955201,-74.12261889999999,No,(n/a),No,No,(201) 445-7700,"400 Hamilton Avenue, Glen Rock, NJ 07452"
43,44,Shawnee High School,Public,12-Sep,600 Tabernacle Road,Medford,8055,39.85558899999999,-74.77536359999999,No,(n/a),No,No,(609) 654-7544,"600 Tabernacle Road, Medford, NJ 08055"
44,45,Bergen County Technical High School - Teterboro,Public,12-Sep,504 Route 46 West,Teterboro,7608,40.8604412,-74.0547977,No,(n/a),No,No,(201) 343-6000,"504 Route 46 West, Teterboro, NJ 07608"
45,46,Indian Hills High School,Public,12-Sep,97 Yawpo Ave,Oakland,7436,41.022626,-74.23127,No,(n/a),No,Yes,(201) 337-0100,"97 Yawpo Ave, Oakland, NJ 07436"
46,47,Morris County School of Technology,Public,12-Sep,400 East Main Street,Denville,7834,40.8785707,-74.4791225,No,(n/a),No,No,(973) 627-4600,"400 East Main Street, Denville, NJ 07834"
47,48,Pitman High School,Public,12-Sep,225 Linden Avenue,Pitman,8071,39.7406336,-75.12708239999999,No,(n/a),No,No,(856) 589-2121,"225 Linden Avenue, Pitman, NJ 08071"
48,49,Point Pleasant Beach High School,Public,12-Sep,700 Trenton Avenue,Point Pleasant Beach,8742,40.0888635,-74.0521586,No,(n/a),No,Yes,(732) 899-1817,"700 Trenton Avenue, Point Pleasant Beach, NJ 08742"
49,50,Montville Township High School,Public,12-Sep,100 Horseneck Road,Montville,7045,40.8933696,-74.3604198,No,(n/a),No,No,(973) 331-7100,"100 Horseneck Road, Montville, NJ 07045"
50,51,Hopewell Valley Central High School,Public,12-Sep,259 Pennington Titusville Rd,Pennington,8534,40.327897,-74.8040552,No,(n/a),No,No,(609) 737-4003,"259 Pennington Titusville Rd, Pennington, NJ 08534"
51,52,Haddonfield Memorial High School,Public,12-Sep,401 Kings Highway East,Haddonfield,8033,39.9019489,-75.0264294,No,(n/a),No,No,(856) 429-3960,"401 Kings Highway East, Haddonfield, NJ 08033"
52,53,Bernards High School,Public,12-Sep,25 Olcott Avenue,Bernardsville,7924,40.7213623,-74.5671292,No,(n/a),No,No,(908) 630-3000,"25 Olcott Avenue, Bernardsville, NJ 07924"
53,54,Chatham High School,Public,12-Sep,255 Lafayette Avenue,Chatham,7928,40.7315069,-74.4006307,No,(n/a),No,No,(973) 457-2505,"255 Lafayette Avenue, Chatham, NJ 07928"
54,55,Princeton High School,Public,12-Sep,151 Moore Street,Princeton,8540,40.3572615,-74.65550089999999,No,(n/a),No,No,(609) 806-4280,"151 Moore Street, Princeton, NJ 08540"
55,56,Pascack Valley High School,Public,12-Sep,200 Piermont Avenue,Hillsdale,7642,41.0090971,-74.0290024,No,(n/a),No,No,(201) 358-7060,"200 Piermont Avenue, Hillsdale, NJ 07642"
56,57,Verona High School,Public,12-Sep,151 Fairview Ave,Verona,7044,40.8412784,-74.24803760000002,No,(n/a),No,No,(973) 571-6750,"151 Fairview Ave, Verona, NJ 07044"
57,58,Ramapo High School,Public,12-Sep,331 George Street,Franklin Lakes,7417,40.9981332,-74.1926112,No,(n/a),No,No,(201) 891-1500,"331 George Street, Franklin Lakes, NJ 07417"
58,59,Gloucester County Institute of Technology,Public,12-Sep,1360 Tanyard Road,Sewell,8080,39.7882239,-75.12346749999999,No,(n/a),No,Yes,(856) 468-1445,"1360 Tanyard Road, Sewell, NJ 08080"
59,60,Kittatinny Regional High School,Public,12-Jul,77 Halsey Road,Newton,7860,41.08791859999999,-74.7435225,No,(n/a),No,Yes,(973) 383-1800,"77 Halsey Road, Newton, NJ 07860"
60,61,Atlantic County Institute of Technology,Public,12-Sep,5080 Atlantic Avenue,Mays Landing,8330,39.4422898,-74.69655449999999,No,(n/a),No,Yes,(609) 625-2249,"5080 Atlantic Avenue, Mays Landing, NJ 08330"
61,62,Randolph High School,Public,12-Sep,511 Millbrook Avenue,Randolph,7869,40.8464632,-74.5666272,No,(n/a),No,No,(973) 361-2400,"511 Millbrook Avenue, Randolph, NJ 07869"
62,63,Scotch Plains-Fanwood High School,Public,12-Sep,667 Westfield Road,Scotch Plains,7076,40.6530424,-74.38506269999999,No,(n/a),No,Yes,(908) 889-8600,"667 Westfield Road, Scotch Plains, NJ 07076"
63,64,Northern Valley Regional High School at Old Tappan,Public,12-Sep,140 Central Avenue,Old Tappan,7675,41.009123,-73.97879,No,(n/a),No,Yes,(201) 784-1600,"140 Central Avenue, Old Tappan, NJ 07675"
64,65,Summit High School,Public,12-Sep,125 Kent Place Blvd,Summit,7901,40.720822,-74.370617,No,(n/a),No,Yes,(908) 273-1494,"125 Kent Place Blvd, Summit, NJ 07901"
65,66,River Dell Regional High School,Public,12-Sep,55 Pyle Street,Oradell,7649,40.9443083,-74.0363466,No,(n/a),No,Yes,(201) 599-7240,"55 Pyle Street, Oradell, NJ 07649"
66,67,Kinnelon High School,Public,12-Sep,121 Kinnelon Road,Kinnelon,7405,40.9963753,-74.377956,No,(n/a),No,Yes,(973) 838-5500,"121 Kinnelon Road, Kinnelon, NJ 07405"
67,68,Freehold Borough High School,Public,12-Sep,2 Robertsville Road,Freehold,7728,40.26772709999999,-74.268367,No,(n/a),No,Yes,(732) 431-8360,"2 Robertsville Road, Freehold, NJ 07728"
68,69,Hunterdon Central Regional High School District,Public,12-Sep,84 Route 31,Flemington,8822,40.5171201,-74.851901,No,(n/a),No,Yes,(908) 782-5727,"84 Route 31, Flemington, NJ 08822"
69,70,Voorhees High School,Public,12-Sep,256 County Route 513,Glen Gardner,8826,40.6957702,-74.8868766,No,(n/a),No,Yes,(908) 638-6116,"256 County Route 513, Glen Gardner, NJ 08826"
70,71,Westfield Senior High School,Public,12-Sep,550 Dorian Road,Westfield,7090,40.644764,-74.3492799,No,(n/a),No,No,(908) 789-4500,"550 Dorian Road, Westfield, NJ 07090"
71,72,Watchung Hills Regional High School,Public,12-Sep,108 Stirling Rd.,Warren,7059,40.6525753,-74.4754909,No,(n/a),No,Yes,(908) 647-4800,"108 Stirling Rd., Warren, NJ 07059"
72,73,James Caldwell High School,Public,12-Sep,265 Westville Ave,West Caldwell,7006,40.8421379,-74.2963789,No,(n/a),No,No,(973) 228-6981,"265 Westville Ave, West Caldwell, NJ 07006"
73,74,West Essex High School,Public,12-Sep,65 West Greenbrook Rd,North Caldwell,7006,40.8745177,-74.26920369999999,No,(n/a),No,Yes,(973) 228-1200,"65 West Greenbrook Rd, North Caldwell, NJ 07006"
74,75,High Point Regional High School District,Public,12-Sep,299 Pidgeon Hill Road,Sussex,7461,41.19984789999999,-74.6461236,No,(n/a),No,Yes,(973) 875-3101,"299 Pidgeon Hill Road, Sussex, NJ 07461"
75,76,South Brunswick High School,Public,12-Sep,750 Ridge Road,Monmouth Junction,8852,40.3738104,-74.5640925,No,(n/a),No,No,(732) 329-4044,"750 Ridge Road, Monmouth Junction, NJ 08852"
76,77,Whippany Park High School,Public,12-Sep,165 Whippany Road,Whippany,7981,40.8142162,-74.42370869999999,No,(n/a),No,Yes,(973) 887-3004,"165 Whippany Road, Whippany, NJ 07981"
77,78,University High School,Public,12-Jul,55 Clinton Pl,Newark,7108,40.7213685,-74.2112375,No,(n/a),No,Yes,(973) 374-3190,"55 Clinton Pl, Newark, NJ 07108"
78,79,New Providence High School,Public,12-Sep,35 Pioneer Dr,New Providence,7974,40.7006081,-74.4087203,No,(n/a),No,Yes,(908) 464-4700,"35 Pioneer Dr, New Providence, NJ 07974"
79,80,Hillsborough High School,Public,12-Sep,466 Raider Boulevard,Hillsborough,8844,40.4961069,-74.65596239999999,No,(n/a),No,No,(908) 431-6600,"466 Raider Boulevard, Hillsborough, NJ 08844"
80,81,Cape May County Technical High SChool,Public,12-Sep,188 Crest Haven Rd,Cape May Court House,8210,39.1045804,-74.79846239999999,No,(n/a),No,Yes,(609) 380-0200,"188 Crest Haven Rd, Cape May Court House, NJ 08210"
81,82,Shore Regional High School,Public,12-Sep,132 Monmouth Park Highway 36,West Long Branch,7764,40.2955204,-74.0225177,No,(n/a),No,Yes,(732) 222-9300,"132 Monmouth Park Highway 36, West Long Branch, NJ 07764"
82,83,Hanover Park High School,Public,12-Sep,63 Mt Pleasant Avenue,East Hanover,7936,40.8041642,-74.37307249999999,No,(n/a),No,No,(973) 887-0300,"63 Mt Pleasant Avenue, East Hanover, NJ 07936"
83,84,East Brunswick High School,Public,12-Oct,380 Cranbury Road,E Brunswick,8816,40.4328315,-74.3982401,No,(n/a),No,No,(732) 613-6904,"380 Cranbury Road, E Brunswick, NJ 08816"
84,85,Westwood Junior/Senior High School,Public,12-Aug,701 Ridgewood Road,Township Of Washington,7676,40.9796629,-74.06113119999999,No,(n/a),No,No,(201) 664-0880,"701 Ridgewood Road, Township Of Washington, NJ 07676"
85,86,Colts Neck High School,Public,12-Sep,59 Five Points Road,Colts Neck,7722,40.2762786,-74.2089446,No,(n/a),No,No,(732) 761-0190,"59 Five Points Road, Colts Neck, NJ 07722"
86,87,Bridgewater-Raritan High School,Public,12-Sep,600 Garretson Road,Bridgewater,8807,40.59281780000001,-74.63338399999999,No,(n/a),No,No,(908) 231-8660,"600 Garretson Road, Bridgewater, NJ 08807"
87,88,Cherokee High School,Public,12-Sep,120 Tomlinson Mill Road,Marlton,8053,39.8738383,-74.8994508,No,(n/a),No,No,(856) 983-5140,"120 Tomlinson Mill Road, Marlton, NJ 08053"
88,89,Wayne Valley High School,Public,12-Sep,551 Valley Road,Wayne,7470,40.9306949,-74.23067999999999,No,(n/a),No,Yes,(973) 317-2200,"551 Valley Road, Wayne, NJ 07470"
89,90,Dumont High School,Public,12-Sep,101 New Milford Ave,Dumont,7628,40.9436379,-73.99797,No,(n/a),No,No,(201) 387-3000,"101 New Milford Ave, Dumont, NJ 07628"
90,91,Wayne Hills High School,Public,12-Sep,272 Berdan Avenue,Wayne,7470,40.9683449,-74.2390272,No,(n/a),No,No,(973) 317-2000,"272 Berdan Avenue, Wayne, NJ 07470"
91,92,Roxbury High School,Public,12-Sep,One Bryant Drive,Succasunna,7876,40.8619227,-74.6407752,No,(n/a),No,No,(973) 584-1200,"One Bryant Drive, Succasunna, NJ 07876"
92,93,Madison High School,Public,12-Sep,170 Ridgedale Avenue,Madison,7940,40.76974999999999,-74.4087761,No,(n/a),No,No,(973) 593-3117,"170 Ridgedale Avenue, Madison, NJ 07940"
93,94,Mainland Regional High School,Public,12-Sep,1301 Oak Avenue,Linwood,8221,39.3467747,-74.57743479999999,No,(n/a),No,Yes,(609) 927-4151,"1301 Oak Avenue, Linwood, NJ 08221"
94,95,Middletown High School South,Public,12-Sep,900 Nut Swamp Road,Middletown,7748,40.3632816,-74.11518950000001,No,(n/a),No,No,(732) 706-6111,"900 Nut Swamp Road, Middletown, NJ 07748"
95,96,John P. Stevens High School,Public,12-Sep,855 Grove Avenue,Edison,8820,40.5802663,-74.3614965,No,(n/a),No,No,(732) 452-2800,"855 Grove Avenue, Edison, NJ 08820"
96,97,Eastern Regional High School,Public,12-Sep,1401 Laurel Oak Road,Voorhees,8043,39.84915600000001,-74.966819,No,(n/a),No,Yes,(856) 784-4441,"1401 Laurel Oak Road, Voorhees, NJ 08043"
97,98,Moorestown High School,Public,12-Sep,350 Bridgeboro Road,Moorestown,8057,39.9857575,-74.94460819999999,No,(n/a),No,Yes,(856) 778-6610,"350 Bridgeboro Road, Moorestown, NJ 08057"
98,99,South Plainfield High School,Public,12-Sep,200 Lake Street,South Plainfield,7080,40.5891604,-74.41244069999999,No,(n/a),No,No,(908) 754-4620,"200 Lake Street, South Plainfield, NJ 07080"
99,100,Manasquan High School,Public,12-Sep,167 Broad Street,Manasquan,8736,40.1276872,-74.0491983,No,(n/a),No,No,(732) 528-8820,"167 Broad Street, Manasquan, NJ 08736"
100,101,North Star Academy Charter School,"Public, Charter, Alternative",K-12,10 Washington Place,Newark,7102,40.7423008,-74.1699335,Yes,(n/a),No,Yes,(973) 642-0101,"10 Washington Place, Newark, NJ 07102"
101,102,Northern Burlington County Regional High School,Public,12-Sep,160 Mansfield Road East,Columbus,8022,40.0882,-74.6855999,No,(n/a),No,Yes,(609) 298-3900,"160 Mansfield Road East, Columbus, NJ 08022"
102,103,Pequannock Township High School,Public,12-Sep,85 Sunset Road,Pompton Plains,7444,40.9605569,-74.30567959999999,No,(n/a),No,Yes,(973) 616-6000,"85 Sunset Road, Pompton Plains, NJ 07444"
103,104,Lenape High School,Public,12-Sep,235 Hartford Road,Medford,8055,39.9208626,-74.854551,No,(n/a),No,Yes,(609) 654-5111,"235 Hartford Road, Medford, NJ 08055"
104,105,Parsippany High School,Public,12-Sep,309 Baldwin Rd,Parsippany,7054,40.8697257,-74.3919421,No,(n/a),No,Yes,(973) 263-7001,"309 Baldwin Rd, Parsippany, NJ 07054"
105,106,Cedar Grove High School,Public,12-Sep,90 Rugby Road,Cedar Grove,7009,40.8513707,-74.2233547,No,(n/a),No,No,(973) 239-6400,"90 Rugby Road, Cedar Grove, NJ 07009"
106,107,Somerville High School,Public,12-Sep,222 Davenport St.,Somerville,8876,40.578621,-74.611487,No,(n/a),No,No,(908) 218-4108,"222 Davenport St., Somerville, NJ 08876"
107,108,Cresskill High School,Public,12-Sep,1 Lincoln Dr,Cresskill,7626,40.9482849,-73.96408579999999,No,(n/a),No,No,(201) 227-7791,"1 Lincoln Dr, Cresskill, NJ 07626"
108,109,Cinnaminson High School,Public,12-Sep,1197 Riverton Road,Cinnaminson,8077,40.00753,-74.9963978,No,(n/a),No,Yes,(856) 829-7770,"1197 Riverton Road, Cinnaminson, NJ 08077"
109,110,Spotswood High School,Public,12-Sep,105 Summerhill Road,Spotswood,8884,40.3985818,-74.3884155,No,(n/a),No,No,(732) 723-2200,"105 Summerhill Road, Spotswood, NJ 08884"
110,111,Kingsway Regional High School,Public,12-Sep,201 Kings Highway,Woolwich Twp,8085,39.761012,-75.2907417,No,(n/a),No,Yes,(856) 467-3300,"201 Kings Highway, Woolwich Twp, NJ 08085"
111,112,Wall High School,Public,12-Sep,1630 18th Ave,Wall,7719,40.1685461,-74.06102659999999,No,(n/a),No,Yes,(732) 556-2040,"1630 18th Ave, Wall, NJ 07719"
112,113,Washington Township High School,Public,12-Sep,519 Hurffville Crosskeys Rd,Sewell,8080,39.7421989,-75.0767266,No,(n/a),No,No,(856) 589-8500,"519 Hurffville Crosskeys Rd, Sewell, NJ 08080"
113,114,Jefferson Township High School,Public,12-Sep,1010 Weldon Rd Rd2,Oak Ridge,7438,41.016582,-74.55273609999999,No,(n/a),No,No,(973) 697-3535,"1010 Weldon Rd Rd2, Oak Ridge, NJ 07438"
114,115,Waldwick High School,Public,12-Sep,155 Wyckoff Avenue,Waldwick,7463,41.0117019,-74.1334468,No,(n/a),No,No,(201) 652-9000,"155 Wyckoff Avenue, Waldwick, NJ 07463"
115,116,Union County Technical,Public,12-Sep,1776 Raritan Rd,Scotch Plains,7076,40.6180513,-74.3570355,No,(n/a),No,Yes,(908) 889-8288,"1776 Raritan Rd, Scotch Plains, NJ 07076"
116,117,Manchester Township High School,Public,12-Sep,101 S Colonial Dr,Manchester,8759,40.0055734,-74.3101712,No,(n/a),No,No,(732) 657-2121,"101 S Colonial Dr, Manchester, NJ 08759"
117,118,Cherry Hill High School West,Public,12-Sep,2101 Chapel Ave.,Cherry Hill,8034,39.9296442,-75.0200399,No,(n/a),No,Yes,(856) 663-8006,"2101 Chapel Ave., Cherry Hill, NJ 08034"
118,119,Seneca High School,Public,12-Sep,110 Carranza Road,Tabernacle,8088,39.8573385,-74.717795,No,(n/a),No,Yes,(609) 268-4600,"110 Carranza Road, Tabernacle, NJ 08088"
119,120,Parsippany Hills High School,Public,12-Sep,20 Rita Drive,Morris Plains,7950,40.86156,-74.45640949999999,No,(n/a),No,No,(973) 682-2815,"20 Rita Drive, Morris Plains, NJ 07950"
120,121,Fair Lawn High School,Public,12-Sep,14 00 Berdan Avenue,Fair Lawn,7410,40.93258670000001,-74.1245849,No,(n/a),No,Yes,(201) 794-5455,"14 00 Berdan Avenue, Fair Lawn, NJ 07410"
121,122,John F. Kennedy Memorial High School,Public,12-Sep,200 Washington Avenue,Iselin,8830,40.5724891,-74.3036398,No,(n/a),No,No,(732) 602-8650,"200 Washington Avenue, Iselin, NJ 08830"
122,123,Freehold Township High School,Public,12-Sep,281 Elton Adelphia Road,Freehold,7728,40.2201507,-74.28263570000001,No,(n/a),No,Yes,(732) 431-8460,"281 Elton Adelphia Road, Freehold, NJ 07728"
123,124,Jonathan Dayton High School,Public,12-Sep,139 Mountain Ave.,Springfield,7081,40.7061943,-74.31429609999999,No,(n/a),No,Yes,(973) 376-1025,"139 Mountain Ave., Springfield, NJ 07081"
124,125,Newton High School,Public,12-Sep,44 Ryerson Avenue,Newton,7860,41.05084069999999,-74.7604988,No,(n/a),No,No,(973) 383-7573,"44 Ryerson Avenue, Newton, NJ 07860"
125,126,Point Pleasant Borough High School,Public,12-Sep,Laura Herbert Dr,Point Pleasant Beach,8742,40.079162,-74.0718299,No,(n/a),No,No,(732) 701-1900,"Laura Herbert Dr, Point Pleasant Beach, NJ 08742"
126,127,Mount Olive High School,Public,12-Sep,18 Corey Road,Flanders,7836,40.858616,-74.713984,No,(n/a),No,No,(973) 927-2208,"18 Corey Road, Flanders, NJ 07836"
127,128,Salem County Career and Technical High School,Public,12-Sep,880 Route 45,Woodstown,8098,39.6287177,-75.3667787,No,(n/a),No,No,(856) 769-0101,"880 Route 45, Woodstown, NJ 08098"
128,129,Ocean Township High School,Public,12-Sep,550 West Park Avenue,Oakhurst,7755,40.2671832,-74.02933519999999,No,(n/a),No,No,(732) 531-5650,"550 West Park Avenue, Oakhurst, NJ 07755"
129,130,Howell High School,Public,12-Sep,405 Squankum Yellowbrook Road,Farmingdale,7727,40.1862284,-74.1790427,No,(n/a),No,No,(732) 919-2131,"405 Squankum Yellowbrook Road, Farmingdale, NJ 07727"
130,131,Gateway Regional High School,Public,12-Jul,775 Tanyard Rd,Woodbury Hts,8096,39.8174389,-75.1406849,No,(n/a),No,Yes,(856) 848-8200,"775 Tanyard Rd, Woodbury Hts, NJ 08096"
131,132,Colonia High School,Public,12-Sep,East Street,Colonia,7067,40.5964971,-74.319605,No,(n/a),No,No,(732) 726-7060,"East Street, Colonia, NJ 07067"
132,133,Metuchen High School,Public,12-Sep,400 Grove Ave,Metuchen,8840,40.5536644,-74.3544671,No,(n/a),No,Yes,(732) 321-8744,"400 Grove Ave, Metuchen, NJ 08840"
133,134,Nutley High School,Public,12-Sep,300 Franklin Ave,Nutley,7110,40.8172969,-74.1601452,No,(n/a),No,Yes,(973) 661-8824,"300 Franklin Ave, Nutley, NJ 07110"
134,135,Paramus High School,Public,12-Sep,99 East Century Road,Paramus,7652,40.9283274,-74.06127479999999,No,(n/a),No,Yes,(201) 261-7800,"99 East Century Road, Paramus, NJ 07652"
