Rank (of 368),School,Type,Grades,Address,City,Zip,Is Charter,Is Magnet,Is Virtual,Is Title I,Phone
227,South Hunterdon Regional High School,Public,12-Jul,301 Mt Airy Harbourton Road,Lambertville,8530,No,(n/a),No,(n/a),(609) 397-2060
228,Hightstown High School,Public,12-Sep,25 Leshin Lane,Hightstown,8520,No,(n/a),No,Yes,(609) 443-7738
229,Bogota Junior/Senior High School,Public,12-Jul,2 Henry C Luthin Place,Bogota,7603,No,(n/a),No,No,(201) 441-4808
230,Warren County Vocational Technical School,Public,12-Sep,1500 Route 57,Washington,7882,No,(n/a),No,Yes,(908) 689-0122
231,Timber Creek Regional High School,Public,12-Sep,501 Jarvis Road,Erial,8081,No,(n/a),No,No,(856) 232-9703
232,Arts High School,Public,12-Jul,550 M L King Blvd,Newark,7102,No,(n/a),No,Yes,(973) 733-7391
233,Palisades Park Junior-Senior High School,Public,12-Jul,Veterans Plaza,Palisades Park,7650,No,(n/a),No,Yes,(201) 941-1100
234,North Arlington High School,Public,12-Sep,222 Ridge Road,North Arlington,7031,No,(n/a),No,Yes,(201) 991-6800
235,West Orange High School,Public,12-Sep,51 Conforti Ave,West Orange,7052,No,(n/a),No,No,(973) 669-5301
236,Triton Regional High School,Public,12-Sep,250 Schubert Ave,Runnemede,8078,No,(n/a),No,Yes,(856) 939-4500
237,Passaic County Technical Institute,Public,12-Sep,45 Reinhardt Road,Wayne,7470,No,(n/a),No,Yes,(973) 790-6000
238,Butler High School,Public,12-Sep,38 Bartholdi Avenue,Butler,7405,No,(n/a),No,Yes,(973) 492-2000
239,Delran High School,Public,12-Sep,50 Hartford Road,Delran,8075,No,(n/a),No,No,(856) 461-6100
240,Toms River High School South,Public,12-Sep,55 Hyers Street,Toms River,8753,No,(n/a),No,No,(732) 505-5738
241,Roselle Park High School,Public,12-Sep,185 W Webster Ave,Roselle Park,7204,No,(n/a),No,Yes,(908) 241-4550
242,Lodi High School,Public,12-Sep,99 Putnam Street,Lodi,7644,No,(n/a),No,Yes,(973) 478-6100
243,Boonton High School,Public,12-Sep,306 Lathrop Avenue,Boonton,7005,No,(n/a),No,Yes,(973) 335-9700
244,Cliffside Park High School,Public,12-Sep,64 Riverview Avenue,Cliffside Park,7010,No,(n/a),No,No,(201) 313-2370
245,Teaneck High School,Public,12-Sep,100 Elizabeth Ave,Teaneck,7666,No,(n/a),No,No,(201) 833-5400
246,Central Regional High School,Public,12-Sep,509 Forest Hills Parkway,Bayville,8721,No,(n/a),No,Yes,(732) 269-1100
247,Hackensack High School,Public,12-Sep,First & Beech Streets,Hackensack,7601,No,(n/a),No,Yes,(201) 646-7900
248,Pennsville Memorial High School,Public,12-Sep,110 S Broadway,Pennsville,8070,No,(n/a),No,No,(856) 540-6200
249,Middle Township High School,Public,12-Sep,300 East Atlantic Avenue,Cape May Court House,8210,No,(n/a),No,Yes,(609) 465-1852
250,Memorial Senior High School,Public,12-Sep,375 River Dr,Elmwood Park,7407,No,(n/a),No,No,(201) 796-8700
251,Franklin High School,Public,12-Sep,500 Elizabeth Avenue,Somerset,8873,No,(n/a),No,No,(732) 302-4200
252,Pinelands Regional High School,Public,12-Oct,565 Nugentown Road,Little Egg Harbor,8087,No,(n/a),No,No,(609) 296-3106
253,Cumberland Regional High School,Public,12-Sep,90 Silver Lake Road,Bridgeton,8302,No,(n/a),No,Yes,(856) 451-9400
254,Deptford Township High School,Public,12-Sep,575 S Fox Run Rd,Deptford,8096,No,(n/a),No,Yes,(856) 232-2713
255,Arthur P. Schalick High School,Public,12-Sep,718 Centerton Road,Pittsgrove,8318,No,(n/a),No,Yes,(856) 358-2054
256,Glassboro High School,Public,12-Sep,560 Joseph L Bowe Blvd,Glassboro,8028,No,(n/a),No,Yes,(856) 652-2700
257,Hopatcong High School,Public,12-Sep,2A Windsor Ave,Hopatcong,7843,No,(n/a),No,No,(973) 398-8803
258,Brick Township High School,Public,12-Sep,346 Chambers Bridge Rd,Brick,8723,No,(n/a),No,No,(732) 785-3000
259,Oakcrest High School,Public,12-Sep,1824 Dr Dennis Foreman Drive,Mays Landing,8330,No,(n/a),No,Yes,(609) 909-2600
260,Collingswood High School,Public,12-Sep,424 Collings Ave,Collingswood,8108,No,(n/a),No,Yes,(856) 962-5701
261,Highland Regional High School,Public,12-Sep,450 Erial Road,Blackwood,8012,No,(n/a),No,Yes,(609) 227-4100
262,Kearny High School,Public,12-Sep,336 Devon St,Kearny,7032,No,(n/a),No,No,(201) 955-5050
263,Manchester Township High School,Public,12-Sep,101 S Colonial Dr,Manchester,8759,No,(n/a),No,No,(732) 657-2121
264,Clayton High School,Public,12-Sep,55 Pop Kramer Blvd,Clayton,8312,No,(n/a),No,Yes,(856) 881-8701
265,Clifton High School,Public,12-Sep,333 Colfax Avenue,Clifton,7013,No,(n/a),No,No,(973) 470-2312
266,Manville High School,Public,12-Sep,1100 Brooks Boulevard,Manville,8835,No,(n/a),No,No,(908) 231-6806
267,Hamilton North - Nottingham,Public,12-Sep,1055 Klockner Road,Hamilton,8619,No,(n/a),No,No,(609) 631-4161
268,Bloomfield High School,Public,12-Sep,160 Broad Street,Bloomfield,7003,No,(n/a),No,Yes,(973) 680-8500
269,South River High School,Public,12-Sep,11 Montgomery Street,South River,8882,No,(n/a),No,Yes,(732) 613-4014
270,Harrison High School,Public,12-Sep,401 Kingsland Avenue,Harrison,7029,No,(n/a),No,Yes,(973) 482-5050
271,Dover High School,Public,12-Sep,100 Grace Street,Dover,7801,No,(n/a),No,Yes,(973) 989-2010
272,Middlesex High School,Public,12-Sep,300 John F. Kennedy Drive,Middlesex,8846,No,(n/a),No,No,(732) 317-6000
273,Passaic County-Manchester Regional High School,Public,12-Sep,70 Church Street,Haledon,7508,No,(n/a),No,Yes,(973) 389-2821
274,Essex County Donald M. Payne Senior School of Technology,Public,12-Sep,498-544 West Market St,Newark,7107,No,(n/a),No,Yes,(973) 412-2203
275,Florence Township Memorial High School,Public,12-Sep,1050 Cedar Lane,Burlington,8016,No,(n/a),No,Yes,(609) 499-4620
276,American History High School,Public,12-Jul,74 Montgomery St,Newark,7103,No,(n/a),No,Yes,(973) 733-7333
277,Liberty High School,Public,12-Sep,299 Sip Avenue,Jersey City,7306,No,(n/a),No,Yes,(201) 714-4373
278,Woodbury Junior-Senior High School,Public,12-Jun,25 N. Broad Street,Woodbury,8096,No,(n/a),No,Yes,(856) 853-0123
279,Ridgefield Memorial High School,Public,12-Sep,555 Walnut St,Ridgefield,7657,No,(n/a),No,No,(201) 945-4455
280,Camden County Technical School-Pennsauken,Public,12-Sep,6008 Browning Road,Pennsauken,8109,No,(n/a),No,Yes,(856) 663-1040
281,Overbrook Senior High School,Public,12-Sep,1200 Turnersville Road,Pine Hill,8021,No,(n/a),No,Yes,(856) 767-8000
282,Gloucester City Junior Senior High School,Public,12-Jul,1300 Market Street,Gloucester City,8030,No,(n/a),No,Yes,(856) 456-7000
283,Winslow Township High School,Public,12-Sep,10 Cooper Folly Road,Atco,8004,No,(n/a),No,Yes,(856) 767-1850
284,Palmyra High School,Public,12-Jul,5th & Weart Boulevard,Palmyra,8065,No,(n/a),No,Yes,(856) 786-9400
285,Dr. Charles E. Brimm Medical Arts High School,Public,12-Sep,1626 Copewood Street,Camden,8103,No,(n/a),No,Yes,(856) 966-2500
286,Union High School,Public,12-Sep,2350 North Third Street,Union,7083,No,(n/a),No,Yes,(908) 851-6500
287,Keyport High School,Public,12-Sep,351 Broad Street,Keyport,7735,No,(n/a),No,Yes,(732) 212-6100
288,Paterson Charter School for Science/Technology,"Public, Charter, Alternative",K-12,196 West Railway Avenue,Paterson,7503,Yes,(n/a),No,Yes,(973) 247-0600
289,Buena Regional High School,Public,12-Sep,125 Weymouth Road,Buena,8310,No,(n/a),No,No,(856) 697-2400
290,Carteret High School,Public,12-Sep,199 Washington Avenue,Carteret,7008,No,(n/a),No,No,(732) 541-8960
291,Riverside High School,Public,12-Sep,112 E Washington Street,Riverside,8075,No,(n/a),No,No,(856) 461-1255
292,Ewing High School,Public,12-Sep,900 Parkway Ave,Ewing,8618,No,(n/a),No,Yes,(609) 538-9800
293,Memorial High School,Public,12-Sep,5501 Park Ave,West New York,7093,No,(n/a),No,Yes,(201) 553-4110
294,Pemberton Township High School,Public,12-Sep,148 Arneys Mount Road,Pemberton,8068,No,(n/a),No,No,(609) 893-8141
295,Hamilton West-Watson,Public,12-Sep,2720 South Clinton Avenue,Hamilton,8610,No,(n/a),No,No,(609) 631-4168
296,Bound Brook High School,Public,12-Sep,111 West Union Avenue,Bound Brook,8805,No,(n/a),No,No,(732) 652-7950
297,Camden Big Picture Learning Academy,Public,12-Jun,1725 Park Boulevard,Camden,8103,No,(n/a),No,Yes,(856) 966-5122
298,Keansburg High School,Public,12-Sep,140 Port Monmouth Road,Keansburg,7734,No,(n/a),No,No,(732) 787-2007
299,Cicely L. Tyson Community Middle/High School,Public,12-Jun,35 Winans Street,East Orange,7017,No,(n/a),No,Yes,(973) 414-8600
300,Belleville High School,Public,12-Sep,100 Passaic Ave,Belleville,7109,No,(n/a),No,Yes,(973) 532-5012
301,Lindenwold High School,Public,12-Sep,801 Egg Harbor Road,Lindenwold,8021,No,(n/a),No,Yes,(856) 741-0320
302,Rahway High School,Public,12-Sep,1012 Madison Ave,Rahway,7065,No,(n/a),No,No,(732) 396-1090
303,New Brunswick High School,Public,12-Sep,1000 Somerset St,New Brunswick,8901,No,(n/a),No,Yes,(732) 745-5300
304,Dwight Morrow High School/Academies@Englewood,Public,12-Sep,274 Knickerbocker Rd,Englewood,7631,No,(n/a),No,Yes,(201) 862-6039
305,Burlington County Institute of Technology - Westampton,Public,12-Sep,695 Woodlane Road,Westampton,8060,No,(n/a),No,Yes,(609) 267-4226
306,Burlington County Institute of Technology - Medford,Public,12-Sep,10 Hawkin Road,Medford,8055,No,(n/a),No,Yes,(609) 654-0200
307,Chartertech High School for the Performing Arts,"Public, Charter",12-Sep,413 New Road,Somers Point,8244,Yes,(n/a),No,Yes,(609) 926-7694
308,Penns Grove High School,Public,12-Sep,334 Harding Highway,Carneys Point,8069,No,(n/a),No,Yes,(856) 299-6300
309,Wildwood High School,Public,12-Sep,4300 Pacific Ave,Wildwood,8260,No,(n/a),No,Yes,(609) 522-7922
310,Garfield High School,Public,12-Sep,500 Palisade Ave,Garfield,7026,No,(n/a),No,Yes,(973) 340-5010
311,Vineland Senior High School,Public,12-Sep,2880 E Chestnut Ave,Vineland,8360,No,(n/a),No,Yes,(856) 794-6800
312,Leap Academy University Charter School,"Public, Charter, Alternative",K-12,130 North Broadway,Camden,8102,Yes,(n/a),No,Yes,(856) 614-0400
313,Hoboken High School,Public,12-Sep,Ninth & Clinton Sts,Hoboken,7030,No,(n/a),No,Yes,(201) 356-3701
314,Long Branch High School,Public,12-Sep,404 Indiana Avenue,Long Branch,7740,No,(n/a),No,Yes,(732) 229-7300
315,William L Dickinson High School,Public,12-Sep,2 Palisade Ave,Jersey City,7306,No,(n/a),No,Yes,(201) 714-4400
316,North Plainfield Middle School,Public,12-Sep,34 Wilson Avenue,North Plainfield,7060,No,(n/a),No,No,(908) 769-6040
317,Millville Senior High School,Public,12-Sep,200 Wade Blvd,Millville,8332,No,(n/a),No,Yes,(856) 327-6040
318,Middlesex County Vocational School Perth Amboy,Public,12-Sep,457 High Street,Perth Amboy,8861,No,(n/a),No,Yes,(732) 376-6300
319,Middlesex County Vocational Academy Allied Health & Biomedical Science,Public,12-Aug,1 Convery Boulevard,Woodbridge,7095,No,(n/a),No,No,(732) 634-5858
320,Pennsauken High School,Public,12-Sep,800 Hylton Road,Pennsauken,8110,No,(n/a),No,Yes,(856) 662-8500
321,Linden High School,Public,12-Sep,121 W St George Ave,Linden,7036,No,(n/a),No,No,(908) 486-5432
322,Burlington City High School,Public,12-Jul,100 Blue Devil WAy,Burlington,8016,No,(n/a),No,Yes,(609) 387-5800
323,Middlesex County Vocational School East Brunswick,Public,12-Sep,112 Rues Lane,East Brunswick,8816,No,(n/a),No,No,(732) 254-8700
324,Atlantic City High School,Public,12-Sep,1400 N Albany Avenue,Atlantic City,8401,No,(n/a),No,Yes,(609) 343-7300
325,Burlington County Alternative School,Public,12-Sep,Pemberton Browns Mills Rd,Pemberton,8068,No,(n/a),No,(n/a),(609) 894-9311
326,Neptune High School,Public,12-Sep,55 Neptune Boulevard,Neptune,7753,No,(n/a),No,No,(732) 776-2200
327,Central Jersey College Prep Charter School,"Public, Charter, Alternative",K-12,101 Mettlers Road,Somerset,8873,Yes,(n/a),No,Yes,(732) 649-3954
328,Hillside High School,Public,12-Sep,1085 Liberty Ave,Hillside,7205,No,(n/a),No,Yes,(908) 352-7664
329,Camden County Technical School-GTC,Public,12-Sep,343 Berlin Cross Keys Road,Sicklerville,8081,No,(n/a),No,Yes,(856) 767-7000
330,Elizabeth High School - Frank J Cicarell Academy,Public,12-Sep,40 Morrell Street,Elizabeth,7202,No,(n/a),No,Yes,(908) 436-5870
331,Paulsboro High School,Public,12-Sep,670 N Delaware St,Paulsboro,8066,No,(n/a),No,Yes,(856) 423-2222
332,International High School,Public,12-Sep,200 Grand Street,Paterson,7501,No,(n/a),No,Yes,(973) 321-2280
333,Perth Amboy High School,Public,12-Sep,300 Eagle Ave,Perth Amboy,8861,No,(n/a),No,Yes,(732) 376-6030
334,Passaic High School No. 12,Public,12-Sep,170 Paulison Ave.,Passaic,7055,No,(n/a),No,Yes,(973) 470-5600
335,Abraham Clark High School,Public,12-Sep,122 East 6th Ave,Roselle,7203,No,(n/a),No,Yes,(908) 298-2000
336,Bridgeton High School,Public,12-Sep,111 N West Avenue,Bridgeton,8302,No,(n/a),No,Yes,(856) 455-8030
337,Stars Academy,Public,12-Sep,765 14th Avenue,Paterson,7504,No,(n/a),No,Yes,(973) 321-0568
338,Salem High School,Public,12-Sep,219 Walnut St,Salem,8079,No,(n/a),No,Yes,(856) 935-3900
339,Academy Charter High School,"Public, Charter",12-Sep,1725 Main Street,Lake Como,7719,Yes,(n/a),No,Yes,(732) 681-8377
340,Lakewood High School,Public,12-Sep,855 Somerset Avenue,Lakewood,8701,No,(n/a),No,Yes,(732) 905-3500
341,Plainfield High School,Public,12-Sep,950 Park Avenue,Plainfield,7060,No,(n/a),No,Yes,(908) 731-4390
342,East Side High School,Public,12-Sep,238 Van Buren St,Newark,7105,No,(n/a),No,Yes,(973) 465-4900
343,Willingboro High School,Public,12-Sep,20 Jfk Way,Willingboro,8046,No,(n/a),No,Yes,(609) 835-8800
344,Essex County West Caldwell Technical,Public,12-Sep,620 Passaic Ave,West Caldwell,7006,No,(n/a),No,Yes,(973) 412-2205
345,Alternative High School,Public,12-Sep,45 Ranoldo Terrace,Cherry Hill,8034,No,(n/a),No,Yes,(856) 427-4311
346,James J Ferris High School,Public,12-Sep,35 Colgate St,Jersey City,7302,No,(n/a),No,Yes,(201) 915-6660
347,Middlesex County Vocational School Piscataway,Public,12-Sep,21 Suttons Lane,Piscataway,8854,No,(n/a),No,Yes,(732) 985-0717
348,University Academy Charter High School,"Public, Charter",12-Sep,275 West Side Avenue,Jersey City,7305,Yes,(n/a),No,Yes,(201) 200-3200
349,Henry Snyder High School,Public,12-Sep,239 Bergen Ave,Jersey City,7305,No,(n/a),No,Yes,(201) 915-6600
350,Irvington High School,Public,12-Sep,1253 Clinton Ave,Irvington,7111,No,(n/a),No,Yes,(973) 399-6897
351,East Orange Campus High School,Public,12-Sep,344 Prospect Street,East Orange,7017,No,(n/a),No,Yes,(973) 266-7300
352,Pleasantville High School,Public,12-Sep,701 Mill Road,Pleasantville,8232,No,(n/a),No,Yes,(609) 383-6900
353,Weequahic High School,Public,12-Sep,279 Chancellor Ave,Newark,7112,No,(n/a),No,Yes,(973) 705-3923
354,Orange High School,Public,12-Sep,400 Lincoln Ave,Orange,7050,No,(n/a),No,Yes,(973) 677-4050
355,Lincoln High School,Public,12-Sep,60 Crescent Ave,Jersey City,7304,No,(n/a),No,Yes,(201) 915-6700
356,Trenton Central High School - Main Campus,Public,12-Oct,171 Division Street,Trenton,8611,No,(n/a),No,Yes,(609) 278-7260
357,Bergen County Technical High School - Paramus,Public,12-Sep,E.285 Pascack Road,Paramus,7652,No,(n/a),No,Yes,(201) 343-6000
358,Hoboken Charter School,"Public, Charter, Alternative",K-12,713 Washington St,Hoboken,7030,Yes,(n/a),No,Yes,(201) 963-0222
359,Malcolm X Shabazz High School,Public,12-Sep,80 Johnson Ave,Newark,7108,No,(n/a),No,Yes,(973) 733-6974
360,Barringer Arts High School,Public,12-Sep,90 Parker St,Newark,7104,No,(n/a),No,Yes,(973) 268-5125
361,West Side High School,Public,12-Sep,403 South Orange Avenue,Newark,7103,No,(n/a),No,No,(973) 733-7019
362,Central High School,Public,12-Sep,250 18th Avenue,Newark,7103,No,(n/a),No,Yes,(973) 733-6378
363,Newark Vocational High School,Public,12-Sep,403 South Orange Avenue,Newark,7103,No,(n/a),No,Yes,(973) 733-7019
364,Emotionally Disturbed,"Public, Alternative","PK, KG-12",540 Farview Avenue,Paramus,7652,No,(n/a),No,No,(201) 343-6000
365,Cunningham Alternative School,Public,12-Sep,315 S East Ave,Vineland,8360,No,(n/a),No,No,(856) 794-6937
366,Asbury Park High School,Public,12-Sep,1001 Sunset Avenue,Asbury Park,7712,No,(n/a),No,Yes,(732) 776-2638
367,Woodrow Wilson High School,Public,12-Sep,3100 Federal Street,Camden,8105,No,(n/a),No,Yes,(856) 966-5300
368,Class Academy,Public,12-Sep,537 Tinton Avenue,Tinton Falls,7724,No,(n/a),No,No,(732) 542-5455
