,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
10,STONE HARBOR BORO,40.39159,-74.39329,105,"128,591,842","1,224,684"
11,UPPER TWP,40.500254,-74.4257,94,"33,046,900","351,563"
12,WEST CAPE MAY BORO,40.500254,-74.4257,22,"9,473,500","430,614"
13,WEST WILDWOOD BORO,40.500254,-74.4257,12,"3,143,000","261,917"
14,WILDWOOD CITY,40.500254,-74.4257,52,"12,411,100","238,675"
15,WILDWOOD CREST BORO,40.500254,-74.4257,108,"37,576,742","347,933"
16,WOODBINE BORO,40.500254,-74.4257,0,0,0
1,BRIDGETON CITY,39.3643,-74.4229,70,"5,384,728","76,925"
2,COMMERCIAL TWP,40.912798,-74.41516,10,"992,650","99,265"
3,DEERFIELD TWP,40.656302,-74.30371,10,"1,640,300","164,030"
4,DOWNE TWP,40.656302,-74.30371,3,"448,900","149,633"
5,FAIRFIELD TWP,40.830733,-73.97334,7,"1,160,000","165,714"
6,GREENWICH TWP,40.80495,-74.2047,1,"124,900","124,900"
7,HOPEWELL TWP,40.745951,-74.15509,15,"2,012,500","134,167"
8,LAWRENCE TWP,40.744851,-74.03294,11,"1,647,000","149,727"
9,MAURICE RIVER TWP,41.007389,-74.04247,7,"1,576,357","225,194"
10,MILLVILLE CITY,41.007389,-74.04247,137,"19,436,835","141,875"
11,SHILOH BORO,40.430006,-74.417344,1,"85,000","85,000"
12,STOW CREEK TWP,40.39159,-74.39329,8,"1,452,750","181,594"
13,UPPER DEERFIELD TWP,40.500254,-74.4257,31,"5,699,800","183,865"
14,VINELAND CITY,40.500254,-74.4257,260,"42,799,160","164,612"
1,BELLEVILLE TWP,39.3643,-74.4229,143,"33,954,398","237,443"
2,BLOOMFIELD TWP,39.3643,-74.4229,251,"74,916,020","298,470"
3,CALDWELL BORO TWP,40.912798,-74.41516,64,"26,099,215","407,800"
4,CEDAR GROVE TWP,40.912798,-74.41516,108,"48,017,877","444,610"
5,EAST ORANGE CITY,40.656302,-74.30371,131,"19,462,485","148,569"
6,ESSEX FELLS TWP,40.830733,-73.97334,37,"36,861,799","996,265"
7,FAIRFIELD TWP,40.830733,-73.97334,64,"29,988,068","468,564"
8,GLEN RIDGE BORO,40.879858,-74.10807,82,"50,502,612","615,886"
9,IRVINGTON TWP,40.745951,-74.15509,25,"5,048,600","201,944"
10,LIVINGSTON TWP,41.007389,-74.04247,361,"233,763,431","647,544"
11,MAPLEWOOD TWP,41.007389,-74.04247,250,"131,395,931","525,584"
12,MILLBURN TWP,41.007389,-74.04247,300,"365,334,717","1,217,782"
13,MONTCLAIR TWP,41.007389,-74.04247,435,"275,923,552","634,307"
14,NEWARK CITY,40.51057,-74.72472,612,"120,409,640","196,748"
15,NORTH CALDWELL TWP,40.51057,-74.72472,75,"54,472,020","726,294"
16,NUTLEY TWP,40.51057,-74.72472,217,"73,204,299","337,347"
17,ORANGE CITY TWP,40.51057,-74.72472,12,"2,300,000","191,667"
18,ROSELAND BORO,40.565493,-74.938931,63,"33,743,820","535,616"
19,SOUTH ORANGE VILLAGE TW,40.430006,-74.417344,214,"122,783,794","573,756"
20,VERONA TWP,40.500254,-74.4257,167,"62,714,550","375,536"
21,WEST CALDWELL TWP,40.500254,-74.4257,93,"43,862,100","471,635"
22,WEST ORANGE TWP,40.500254,-74.4257,511,"201,791,529","394,895"
1,CLAYTON BORO,40.912798,-74.41516,40,"6,409,504","160,238"
2,DEPTFORD TWP,40.656302,-74.30371,208,"37,758,484","181,531"
3,EAST GREENWICH TWP,40.656302,-74.30371,101,"27,387,800","271,166"
4,ELK TWP,40.830733,-73.97334,13,"3,954,150","304,165"
5,FRANKLIN TWP,40.849879,-73.97501,84,"17,910,770","213,223"
6,GLASSBORO BORO,40.879858,-74.10807,104,"18,401,450","176,937"
7,GREENWICH TWP,40.80495,-74.2047,16,"2,634,200","164,638"
8,HARRISON TWP,40.80495,-74.2047,120,"38,378,880","319,824"
9,LOGAN TWP,41.007389,-74.04247,56,"12,457,450","222,454"
10,MANTUA TWP,41.007389,-74.04247,116,"25,984,450","224,004"
11,MONROE TWP,41.007389,-74.04247,224,"44,838,148","200,170"
12,NATIONAL PARK BORO,40.389428,-74.54329,6,"781,400","130,233"
13,NEWFIELD BORO,40.51057,-74.72472,3,"440,000","146,667"
14,PAULSBORO BORO,40.51057,-74.72472,16,"1,911,100","119,444"
15,PITMAN BORO,40.51057,-74.72472,63,"10,698,850","169,823"
16,SO HARRISON TWP,40.430006,-74.417344,5,"1,692,000","338,400"
17,SWEDESBORO BORO,40.500254,-74.4257,25,"4,850,500","194,020"
18,WASHINGTON TWP,40.500254,-74.4257,379,"82,001,695","216,363"
19,WENONAH BORO,40.500254,-74.4257,20,"5,681,260","284,063"
20,WEST DEPTFORD TWP,40.500254,-74.4257,137,"25,998,150","189,768"
21,WESTVILLE BORO,40.500254,-74.4257,31,"3,952,720","127,507"
22,WOODBURY CITY,40.500254,-74.4257,47,"7,087,799","150,804"
23,WOODBURY HEIGHTS BORO,40.500254,-74.4257,18,"3,395,500","188,639"
24,WOOLWICH TWP,40.500254,-74.4257,102,"32,591,645","319,526"
1,BAYONNE CITY,39.3643,-74.4229,208,"58,748,234","282,443"
2,EAST NEWARK BORO,40.656302,-74.30371,7,"1,517,000","216,714"
3,GUTTENBERG TOWN,40.80495,-74.2047,78,"26,363,525","337,994"
4,HARRISON TOWN,40.80495,-74.2047,54,"15,687,000","290,500"
5,HOBOKEN CITY,40.745951,-74.15509,379,"232,407,777","613,213"
6,JERSEY CITY CITY,40.745951,-74.15509,"1,253","406,908,686","324,748"
7,KEARNY TOWN,40.745951,-74.15509,112,"32,299,632","288,390"
8,NORTH BERGEN TWP,40.51057,-74.72472,222,"66,236,483","298,363"
9,SECAUCUS TOWN,40.430006,-74.417344,141,"51,037,983","361,972"
10,UNION CITY CITY,40.500254,-74.4257,143,"39,219,450","274,262"
11,WEEHAWKEN TWP,40.500254,-74.4257,96,"65,782,795","685,237"
12,WEST NEW YORK TOWN,40.500254,-74.4257,115,"30,912,069","268,801"
1,ALEXANDRIA TWP,39.4285,-74.4957,12,"5,546,000","462,167"
2,BETHLEHEM TWP,39.3643,-74.4229,19,"8,036,400","422,968"
3,BLOOMSBURY BORO,39.3643,-74.4229,4,"940,150","235,038"
4,CALIFON BORO,40.912798,-74.41516,15,"4,934,500","328,967"
5,CLINTON TOWN,40.912798,-74.41516,10,"3,292,500","329,250"
6,CLINTON TWP,40.912798,-74.41516,144,"63,034,550","437,740"
7,DELAWARE TWP,40.656302,-74.30371,35,"16,419,900","469,140"
8,EAST AMWELL TWP,40.656302,-74.30371,32,"12,276,500","383,641"
9,FLEMINGTON BORO,40.816737,-74.00082,6,"1,597,000","266,167"
10,FRANKLIN TWP,40.849879,-73.97501,18,"8,665,000","481,389"
11,FRENCHTOWN BORO,40.849879,-73.97501,10,"2,799,700","279,970"
12,GLEN GARDNER BORO,40.879858,-74.10807,21,"4,359,000","207,571"
13,HAMPTON BORO,40.80495,-74.2047,8,"1,623,750","202,969"
14,HIGH BRIDGE BORO,40.745951,-74.15509,32,"8,267,056","258,346"
15,HOLLAND TWP,40.744851,-74.03294,8,"2,701,000","337,625"
16,KINGWOOD TWP,40.744851,-74.03294,19,"6,787,500","357,237"
17,LAMBERTVILLE CITY,40.744851,-74.03294,56,"21,395,200","382,057"
18,LEBANON BORO,40.744851,-74.03294,7,"1,702,000","243,143"
19,LEBANON TWP,40.744851,-74.03294,38,"13,822,550","363,751"
20,MILFORD BORO,41.007389,-74.04247,15,"3,080,000","205,333"
21,RARITAN TWP,40.565493,-74.938931,234,"89,057,900","380,589"
22,READINGTON TWP,40.565493,-74.938931,160,"70,465,429","440,409"
23,STOCKTON BORO,40.39159,-74.39329,8,"3,204,500","400,563"
24,TEWKSBURY TWP,40.500254,-74.4257,65,"43,171,605","664,179"
25,UNION TWP,40.500254,-74.4257,56,"20,322,850","362,908"
26,WEST AMWELL TWP,40.500254,-74.4257,9,"4,730,000","525,556"
1,EAST WINDSOR TWP,40.770933,-74.20589,222,"58,181,710","262,080"
2,EWING TWP,40.830733,-73.97334,234,"43,692,601","186,721"
3,HAMILTON TWP,40.80495,-74.2047,650,"143,323,834","220,498"
4,HIGHTSTOWN BORO,40.745951,-74.15509,44,"8,781,300","199,575"
5,HOPEWELL BORO,40.745951,-74.15509,18,"7,408,500","411,583"
6,HOPEWELL TWP,40.745951,-74.15509,209,"100,504,255","480,882"
7,LAWRENCE TWP,40.744851,-74.03294,88,"27,420,050","311,591"
8,PENNINGTON BORO,40.51057,-74.72472,35,"17,734,500","506,700"
11,TRENTON CITY,40.500254,-74.4257,179,"12,867,840","71,887"
12,ROBBINSVILLE TWP,40.565493,-74.938931,193,"74,266,468","384,800"
13,WEST WINDSOR TWP,40.500254,-74.4257,365,"204,513,935","560,312"
14,PRINCETON,40.583035,-74.96224,241,"212,522,400","881,836"
1,CARTERET BORO,40.912798,-74.41516,79,"17,934,477","227,019"
2,CRANBURY TWP,40.879699,-74.14263,36,"23,681,050","657,807"
3,DUNELLEN BORO,40.656302,-74.30371,58,"13,689,840","236,032"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,396,"136,168,884","343,861"
5,EDISON TWP,40.830733,-73.97334,776,"283,884,726","365,831"
6,HELMETTA BORO,40.745951,-74.15509,22,"4,464,517","202,933"
7,HIGHLAND PARK BORO,40.745951,-74.15509,51,"16,782,275","329,064"
8,JAMESBURG BORO,40.745951,-74.15509,34,"7,484,783","220,141"
9,METUCHEN BORO,41.007389,-74.04247,118,"48,070,050","407,373"
10,MIDDLESEX BORO,41.007389,-74.04247,103,"27,604,200","268,002"
11,MILLTOWN BORO,41.007389,-74.04247,62,"19,051,891","307,289"
12,MONROE TWP,41.007389,-74.04247,240,"68,143,010","283,929"
13,NEW BRUNSWICK CITY,40.389428,-74.54329,71,"21,218,100","298,846"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,218,"62,513,665","286,760"
15,OLD BRIDGE TWP,40.51057,-74.72472,457,"140,072,806","306,505"
16,PERTH AMBOY CITY,40.51057,-74.72472,89,"17,767,600","199,636"
17,PISCATAWAY TWP,40.51057,-74.72472,108,"34,686,340","321,170"
18,PLAINSBORO TWP,40.583035,-74.96224,250,"105,533,058","422,132"
19,SAYREVILLE BORO,40.563654,-74.949409,239,"71,109,722","297,530"
20,SOUTH AMBOY CITY,40.430006,-74.417344,42,"11,521,350","274,318"
21,SOUTH BRUNSWICK TWP,40.430006,-74.417344,413,"162,667,153","393,867"
22,SOUTH PLAINFIELD BORO,40.430006,-74.417344,139,"41,089,030","295,605"
23,SOUTH RIVER BORO,40.430006,-74.417344,82,"21,146,600","257,885"
24,SPOTSWOOD BORO,40.430006,-74.417344,42,"11,335,950","269,904"
25,WOODBRIDGE TWP,40.500254,-74.4257,602,"151,387,376","251,474"
1,ABERDEEN TWP,40.4171,-74.2221,165,"48,936,438","296,584"
2,ALLENHURST BORO,39.4285,-74.4957,6,"7,610,000","1,268,333"
3,ALLENTOWN BORO,39.4285,-74.4957,20,"6,583,000","329,150"
4,ASBURY PARK CITY,39.4285,-74.4957,46,"12,511,119","271,981"
5,ATLANTIC HIGHLANDS BORO,39.3643,-74.4229,54,"24,844,742","460,088"
6,AVON BY THE SEA BORO,39.3643,-74.4229,33,"27,377,000","829,606"
7,BELMAR BORO,39.3643,-74.4229,60,"29,093,250","484,888"
8,BRADLEY BEACH BORO,39.3643,-74.4229,69,"32,601,025","472,479"
9,BRIELLE BORO,39.3643,-74.4229,63,"35,932,731","570,361"
10,COLTS NECK TOWNSHIP,40.912798,-74.41516,118,"93,771,898","794,677"
11,DEAL BORO,40.656302,-74.30371,11,"19,077,500","1,734,318"
12,EATONTOWN BORO,40.770933,-74.20589,91,"28,231,600","310,237"
13,ENGLISHTOWN BORO,40.830733,-73.97334,21,"5,499,750","261,893"
14,FAIR HAVEN BORO,40.830733,-73.97334,40,"31,669,000","791,725"
15,FARMINGDALE BORO,40.816737,-74.00082,7,"2,304,500","329,214"
16,FREEHOLD BORO,40.849879,-73.97501,57,"14,328,800","251,382"
17,FREEHOLD TWP,40.849879,-73.97501,287,"106,256,397","370,231"
18,HAZLET TWP,40.745951,-74.15509,148,"47,344,300","319,894"
19,HIGHLANDS BORO,40.745951,-74.15509,52,"12,846,380","247,046"
20,HOLMDEL TWP,40.744851,-74.03294,198,"134,802,714","680,822"
21,HOWELL TWP,40.745951,-74.15509,493,"150,143,136","304,550"
22,INTERLAKEN BORO,40.745951,-74.15509,12,"7,786,400","648,867"
23,KEANSBURG BORO,40.745951,-74.15509,19,"2,828,400","148,863"
24,KEYPORT BORO,40.744851,-74.03294,50,"12,616,450","252,329"
25,LITTLE SILVER BORO,41.007389,-74.04247,90,"53,589,888","595,443"
26,LOCH ARBOUR VILLAGE,41.007389,-74.04247,2,"1,778,000","889,000"
27,LONG BRANCH CITY,41.007389,-74.04247,195,"79,819,891","409,333"
28,MANALAPAN TWP,41.007389,-74.04247,519,"205,814,879","396,560"
29,MANASQUAN BORO,41.007389,-74.04247,69,"40,639,197","588,974"
30,MARLBORO TWP,41.007389,-74.04247,397,"202,599,909","510,327"
31,MATAWAN BORO,41.007389,-74.04247,60,"18,229,574","303,826"
32,MIDDLETOWN TWP,41.007389,-74.04247,634,"274,755,343","433,368"
33,MILLSTONE TWP,41.007389,-74.04247,92,"48,903,264","531,557"
34,MONMOUTH BEACH BORO,41.007389,-74.04247,71,"42,607,690","600,108"
35,NEPTUNE TWP,40.389428,-74.54329,221,"71,881,886","325,257"
36,NEPTUNE CITY BORO,40.389428,-74.54329,27,"6,199,480","229,610"
37,OCEAN TWP,40.51057,-74.72472,224,"91,274,090","407,474"
38,OCEANPORT BORO,40.51057,-74.72472,47,"24,500,500","521,287"
39,RED BANK BORO,40.565493,-74.938931,92,"39,466,300","428,982"
40,ROOSEVELT BORO,40.565493,-74.938931,8,"1,861,500","232,688"
41,RUMSON BORO,40.563654,-74.949409,43,"43,358,207","1,008,330"
